event_id,physical_event_group,evaluation_group,evaluation_group_type,event_class,source_catalogs,source_event_ids,reference_time,time_precision,time_semantics,type_code_t2,grade,family_id,reported_stations,positive_visibility_channels,waveform_qa_scope,usable_stations,questionable_stations,rejected_stations,usable_window_count,questionable_window_count,rejected_window_count,candidate_status,nonshallow_qa_status,nonshallow_qa_batches,nonshallow_usable_stations,nonshallow_questionable_stations,nonshallow_rejected_stations,label_provenance,license_release_note
levent-06641,event:levent-06641,deep-family:A15,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06641,1973-06-30T03:49:00,minute,catalog_start_not_phase_pick,A,B,A15,S14;S15;S16,S14.MH1;S14.MH2;S14.SHZ;S15.MH2;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06658,event:levent-06658,deep-family:A1,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06658,1973-07-03T03:07:00,minute,catalog_start_not_phase_pick,A,B,A1,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06659,event:levent-06659,deep-family:A5,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06659,1973-07-03T03:56:00,minute,catalog_start_not_phase_pick,A,B,A5,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06662,event:levent-06662,event:levent-06662,physical_event,natural_impact,PDS-levent,levent-06662,1973-07-03T18:15:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06664,event:levent-06664,event:levent-06664,physical_event,natural_impact,PDS-levent,levent-06664,1973-07-04T02:46:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06672,event:levent-06672,event:levent-06672,physical_event,natural_impact,PDS-levent,levent-06672,1973-07-06T07:37:00,minute,catalog_start_not_phase_pick,C,A,,S14,S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06676,event:levent-06676,event:levent-06676,physical_event,natural_impact,PDS-levent,levent-06676,1973-07-08T05:57:00,minute,catalog_start_not_phase_pick,C,B,,S14,S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06685,event:levent-06685,deep-family:A20,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06685,1973-07-10T13:32:00,minute,catalog_start_not_phase_pick,A,B,A20,S16,S16.MH1;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06714,event:levent-06714,deep-family:A203,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06714,1973-07-13T07:43:00,minute,catalog_start_not_phase_pick,A,B,A203,S12;S15;S16,S12.MHZ;S15.MH2;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06721,event:levent-06721,deep-family:A33,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06721,1973-07-14T06:55:00,minute,catalog_start_not_phase_pick,A,B,A33,S12;S16,S12.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06731,event:levent-06731,deep-family:A18,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06731,1973-07-16T21:57:00,minute,catalog_start_not_phase_pick,A,B,A18,S12;S14;S15;S16,S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06735,event:levent-06735,event:levent-06735,physical_event,natural_impact,PDS-levent,levent-06735,1973-07-17T09:58:00,minute,catalog_start_not_phase_pick,C,A,,S15,S15.MH1;S15.MH2;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06743,event:levent-06743,event:levent-06743,physical_event,natural_impact,PDS-levent,levent-06743,1973-07-20T08:18:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S16.MH1;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06745,event:levent-06745,deep-family:A1,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06745,1973-07-20T19:02:00,minute,catalog_start_not_phase_pick,A,A,A1,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06752,event:levent-06752,deep-family:A258,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06752,1973-07-22T10:08:00,minute,catalog_start_not_phase_pick,A,B,A258,S16,S16.MH1;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06758,event:levent-06758,event:levent-06758,physical_event,natural_impact,PDS-levent,levent-06758,1973-07-23T01:14:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06769,event:levent-06769,deep-family:A44,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06769,1973-07-23T21:50:00,minute,catalog_start_not_phase_pick,A,B,A44,S12;S15;S16,S12.MHZ;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06770,event:levent-06770,deep-family:A14,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06770,1973-07-24T02:30:00,minute,catalog_start_not_phase_pick,A,B,A14,S12;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S15.MH2;S16.MH1;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06780,event:levent-06780,event:levent-06780,physical_event,natural_impact,PDS-levent,levent-06780,1973-07-25T17:00:00,minute,catalog_start_not_phase_pick,C,A,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06785,event:levent-06785,deep-family:A40,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06785,1973-07-26T06:45:00,minute,catalog_start_not_phase_pick,A,B,A40,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1;S16.MH2;S16.MHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06793,event:levent-06793,event:levent-06793,physical_event,natural_impact,PDS-levent,levent-06793,1973-07-28T00:52:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06796,event:levent-06796,event:levent-06796,physical_event,natural_impact,PDS-levent,levent-06796,1973-07-28T11:40:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06797,event:levent-06797,event:levent-06797,physical_event,natural_impact,PDS-levent,levent-06797,1973-07-29T00:55:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06802,event:levent-06802,event:levent-06802,physical_event,natural_impact,PDS-levent,levent-06802,1973-07-29T23:31:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06803,event:levent-06803,event:levent-06803,physical_event,natural_impact,PDS-levent,levent-06803,1973-07-30T05:38:00,minute,catalog_start_not_phase_pick,C,A,,S15,S15.MH1;S15.MH2;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06809,event:levent-06809,event:levent-06809,physical_event,natural_impact,PDS-levent,levent-06809,1973-07-31T09:55:00,minute,catalog_start_not_phase_pick,C,A,,S14;S16,S14.SHZ;S16.MH1;S16.MH2;S16.MHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06818,event:levent-06818,event:levent-06818,physical_event,natural_impact,PDS-levent,levent-06818,1973-08-01T08:54:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,excluded_failed_integrity,reject_integrity,1,,,S12,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06840,event:levent-06840,deep-family:A73,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06840,1973-08-05T22:54:00,minute,catalog_start_not_phase_pick,A,B,A73,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06858,event:levent-06858,event:levent-06858,physical_event,natural_impact,PDS-levent,levent-06858,1973-08-08T17:19:00,minute,catalog_start_not_phase_pick,C,B,,S12;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06862,event:levent-06862,event:levent-06862,physical_event,natural_impact,PDS-levent,levent-06862,1973-08-09T04:02:00,minute,catalog_start_not_phase_pick,C,A,,S14,S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06864,event:levent-06864,deep-family:A203,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06864,1973-08-09T12:43:00,minute,catalog_start_not_phase_pick,A,B,A203,S15,S15.MH1;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06865,event:levent-06865,event:levent-06865,physical_event,natural_impact,PDS-levent,levent-06865,1973-08-09T16:28:00,minute,catalog_start_not_phase_pick,C,A,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06869,event:levent-06869,event:levent-06869,physical_event,natural_impact,PDS-levent,levent-06869,1973-08-10T18:00:00,minute,catalog_start_not_phase_pick,C,A,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06879,event:levent-06879,deep-family:A21,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06879,1973-08-12T12:45:00,minute,catalog_start_not_phase_pick,A,B,A21,S12;S15,S12.MH2;S12.MHZ;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,excluded_failed_integrity,reject_integrity,1,,,S12,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
KO-SMQ-10,event:KO-SMQ-10,event:KO-SMQ-10,physical_event,shallow_moonquake,Onodera-corrected-2026,KO-SMQ-10,1973-08-14T19:10:25,second,corrected_event_start_not_phase_pick,,not_assigned_by_onodera,,S15,,SHZ+ATT_120s_pre_480s_post,S15,,,1,0,0,candidate_integrity_audited,not_applicable_shallow,,,,,Onodera 2024 tables corrected 2026; legacy rows reconciled exactly to PDS,CC BY-NC article-table derivation; attribution and release review required
levent-06897,event:levent-06897,deep-family:A1,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06897,1973-08-17T17:11:00,minute,catalog_start_not_phase_pick,A,B,A1,S12,S12.MH1;S12.MH2;S12.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06910,event:levent-06910,event:levent-06910,physical_event,natural_impact,PDS-levent,levent-06910,1973-08-21T12:17:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06911,event:levent-06911,deep-family:A40,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06911,1973-08-22T18:50:00,minute,catalog_start_not_phase_pick,A,B,A40,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06913,event:levent-06913,deep-family:A20,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06913,1973-08-23T22:29:00,minute,catalog_start_not_phase_pick,A,B,A20,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
KO-SMQ-11,event:KO-SMQ-11,event:KO-SMQ-11,physical_event,shallow_moonquake,Onodera-corrected-2026,KO-SMQ-11,1973-08-24T04:07:35,second,corrected_event_start_not_phase_pick,,not_assigned_by_onodera,,S15,,SHZ+ATT_120s_pre_480s_post,S15,,,1,0,0,candidate_integrity_audited,not_applicable_shallow,,,,,Onodera 2024 tables corrected 2026; legacy rows reconciled exactly to PDS,CC BY-NC article-table derivation; attribution and release review required
levent-06918,event:levent-06918,event:levent-06918,physical_event,natural_impact,PDS-levent,levent-06918,1973-08-25T02:45:00,minute,catalog_start_not_phase_pick,C,B,,S16,S16.MH1;S16.MH2;S16.MHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06922,event:levent-06922,deep-family:A1,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06922,1973-08-29T06:10:00,minute,catalog_start_not_phase_pick,A,B,A1,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06923,event:levent-06923,event:levent-06923,physical_event,natural_impact,PDS-levent,levent-06923,1973-08-29T15:33:00,minute,catalog_start_not_phase_pick,C,B,,S14;S15,S14.MH1;S14.MH2;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06927,event:levent-06927,deep-family:A1,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06927,1973-08-31T00:02:00,minute,catalog_start_not_phase_pick,A,B,A1,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06930,event:levent-06930,event:levent-06930,physical_event,natural_impact,PDS-levent,levent-06930,1973-09-01T01:05:00,minute,catalog_start_not_phase_pick,C,A,,S14,S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06938,event:levent-06938,event:levent-06938,physical_event,natural_impact,PDS-levent,levent-06938,1973-09-01T12:58:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH2;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06947,event:levent-06947,deep-family:A57,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06947,1973-09-02T08:40:00,minute,catalog_start_not_phase_pick,A,B,A57,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06952,event:levent-06952,event:levent-06952,physical_event,natural_impact,PDS-levent,levent-06952,1973-09-03T08:25:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-06957,event:levent-06957,deep-family:A43,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-06957,1973-09-04T06:44:00,minute,catalog_start_not_phase_pick,A,B,A43,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07022,event:levent-07022,event:levent-07022,physical_event,natural_impact,PDS-levent,levent-07022,1973-09-11T11:19:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07027,event:levent-07027,event:levent-07027,physical_event,natural_impact,PDS-levent,levent-07027,1973-09-12T09:13:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1;S16.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
KO-SMQ-12,event:KO-SMQ-12,event:KO-SMQ-12,physical_event,shallow_moonquake,Onodera-corrected-2026,KO-SMQ-12,1973-09-14T04:31:37,second,corrected_event_start_not_phase_pick,,not_assigned_by_onodera,,S15,,SHZ+ATT_120s_pre_480s_post,S15,,,1,0,0,candidate_integrity_audited,not_applicable_shallow,,,,,Onodera 2024 tables corrected 2026; legacy rows reconciled exactly to PDS,CC BY-NC article-table derivation; attribution and release review required
levent-07043,event:levent-07043,event:levent-07043,physical_event,natural_impact,PDS-levent,levent-07043,1973-09-14T05:36:00,minute,catalog_start_not_phase_pick,C,B,,S14,S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07055,event:levent-07055,deep-family:A14,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-07055,1973-09-15T21:44:00,minute,catalog_start_not_phase_pick,A,B,A14,S12;S14;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07068,event:levent-07068,deep-family:A40,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-07068,1973-09-18T10:42:00,minute,catalog_start_not_phase_pick,A,B,A40,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07073,event:levent-07073,event:levent-07073,physical_event,natural_impact,PDS-levent,levent-07073,1973-09-19T09:32:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07075,event:levent-07075,deep-family:A20,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-07075,1973-09-19T23:48:00,minute,catalog_start_not_phase_pick,A,B,A20,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07085,event:levent-07085,event:levent-07085,physical_event,natural_impact,PDS-levent,levent-07085,1973-09-26T15:34:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07086,event:levent-07086,event:levent-07086,physical_event,natural_impact,PDS-levent,levent-07086,1973-09-26T20:48:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S16.MH1;S16.MH2;S16.MHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-07087,event:levent-07087,event:levent-07087,physical_event,natural_impact,PDS-levent,levent-07087,1973-09-26T23:58:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15;S16,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S16.MH1;S16.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
